code_key,correct_prediction,error,ground_truth,index,logits_no,logits_yes,raw_tokens,score,task_id,timestamp
code_9,False,,0,39,0.14438848197460175,0.16107699275016785,1069,0.5273165253628136,MBJP/4,2026-05-05T10:27:09.216374
code_10,True,,0,40,0.14805260300636292,0.13692627847194672,1071,0.48047868586489795,MBJP/4,2026-05-05T10:27:09.673812
code_1,True,,0,41,0.2915438115596771,0.118718221783638,589,0.2893716993897223,MBJP/5,2026-05-05T10:27:09.923517
code_2,True,,0,42,0.288453072309494,0.10611595958471298,614,0.26894142978044233,MBJP/5,2026-05-05T10:27:10.179338
code_3,True,,0,43,0.2648729085922241,0.1260984092950821,605,0.32252598471028704,MBJP/5,2026-05-05T10:27:10.445621
code_4,True,,0,44,0.3169826567173004,0.09592192620038986,605,0.23231015147030046,MBJP/5,2026-05-05T10:27:10.699729
code_5,True,,0,45,0.28244590759277344,0.0999254658818245,594,0.26133092802895935,MBJP/5,2026-05-05T10:27:10.952848
code_6,True,,0,46,0.3435397744178772,0.06207636743783951,594,0.15304215249875566,MBJP/5,2026-05-05T10:27:11.204774
code_7,True,,0,47,0.3018229305744171,0.08852438628673553,603,0.22678364231775633,MBJP/5,2026-05-05T10:27:11.457982
code_8,True,,0,48,0.35794565081596375,0.05889131873846054,603,0.14128141945137954,MBJP/5,2026-05-05T10:27:11.710814
code_9,True,,0,49,0.29118144512176514,0.07715539634227753,612,0.20946966921800436,MBJP/5,2026-05-05T10:27:11.973634
code_10,True,,0,50,0.3393799364566803,0.051640577614307404,612,0.1320661595901138,MBJP/5,2026-05-05T10:27:12.234450
code_1,False,,1,51,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:12.440686
code_2,False,,1,52,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:12.627799
code_3,False,,1,53,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:12.827161
code_4,False,,1,54,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:13.032813
code_5,False,,1,55,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:13.246401
code_6,False,,1,56,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:13.456205
code_7,False,,1,57,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:13.662746
code_8,False,,1,58,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:13.873716
code_9,False,,1,59,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:14.071438
code_10,False,,1,60,0.23997493088245392,0.12161337584257126,484,0.3363310526937306,MBJP/6,2026-05-05T10:27:14.270666
code_1,True,,0,61,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:14.549690
code_2,True,,0,62,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:14.843853
code_3,True,,0,63,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:15.150490
code_4,True,,0,64,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:15.418099
code_5,True,,0,65,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:15.697629
code_6,True,,0,66,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:15.976958
code_7,True,,0,67,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:16.255346
code_8,True,,0,68,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:16.533650
code_9,True,,0,69,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:16.844901
code_10,True,,0,70,0.19720354676246643,0.1767721176147461,657,0.4726834777046989,MBJP/7,2026-05-05T10:27:17.121483
code_1,True,,0,71,0.2745290994644165,0.10667051374912262,777,0.2798284941841436,MBJP/8,2026-05-05T10:27:17.445611
code_2,True,,0,72,0.27453672885894775,0.11993622034788132,761,0.30404168546674326,MBJP/8,2026-05-05T10:27:17.738896
code_3,True,,0,73,0.2544121742248535,0.11027951538562775,667,0.3023910841056311,MBJP/8,2026-05-05T10:27:18.038617
code_4,True,,0,74,0.226619690656662,0.14404822885990143,657,0.38861800893849563,MBJP/8,2026-05-05T10:27:18.320486
code_5,True,,0,75,0.2745290994644165,0.10667051374912262,777,0.2798284941841436,MBJP/8,2026-05-05T10:27:18.632075
code_6,True,,0,76,0.27453672885894775,0.11993622034788132,761,0.30404168546674326,MBJP/8,2026-05-05T10:27:18.939398
code_7,True,,0,77,0.2544121742248535,0.11027951538562775,667,0.3023910841056311,MBJP/8,2026-05-05T10:27:19.230675
code_8,True,,0,78,0.226619690656662,0.14404822885990143,657,0.38861800893849563,MBJP/8,2026-05-05T10:27:19.505234
code_9,True,,0,79,0.2745290994644165,0.10667051374912262,777,0.2798284941841436,MBJP/8,2026-05-05T10:27:19.862799
code_10,True,,0,80,0.27453672885894775,0.11993622034788132,761,0.30404168546674326,MBJP/8,2026-05-05T10:27:20.160722
code_1,True,,0,81,0.2606596350669861,0.11210831999778748,495,0.3007455938059566,MBJP/9,2026-05-05T10:27:20.354519
code_2,True,,0,82,0.259434312582016,0.11245645582675934,495,0.3023910927069567,MBJP/9,2026-05-05T10:27:20.537772
code_3,True,,0,83,0.2783680558204651,0.10401853919029236,491,0.2720245441327933,MBJP/9,2026-05-05T10:27:20.724979
code_4,True,,0,84,0.259434312582016,0.11245645582675934,495,0.3023910927069567,MBJP/9,2026-05-05T10:27:20.950633
code_5,True,,0,85,0.2606596350669861,0.11210831999778748,495,0.3007455938059566,MBJP/9,2026-05-05T10:27:21.158060
code_6,True,,0,86,0.259434312582016,0.11245645582675934,495,0.3023910927069567,MBJP/9,2026-05-05T10:27:21.353815
code_7,True,,0,87,0.2783680558204651,0.10401853919029236,491,0.2720245441327933,MBJP/9,2026-05-05T10:27:21.564166
code_8,True,,0,88,0.259434312582016,0.11245645582675934,495,0.3023910927069567,MBJP/9,2026-05-05T10:27:21.780620
code_9,True,,0,89,0.2606596350669861,0.11210831999778748,495,0.3007455938059566,MBJP/9,2026-05-05T10:27:21.988017
code_10,True,,0,90,0.259434312582016,0.11245645582675934,495,0.3023910927069567,MBJP/9,2026-05-05T10:27:22.191533
code_1,True,,0,91,0.1999238282442093,0.1352752298116684,955,0.4035668554567299,MBJP/10,2026-05-05T10:27:22.596678
code_2,True,,0,92,0.17702069878578186,0.1315506249666214,962,0.42632161461697343,MBJP/10,2026-05-05T10:27:23.038828
code_3,True,,0,93,0.19331049919128418,0.1219194084405899,977,0.3867634557789725,MBJP/10,2026-05-05T10:27:23.446360
code_4,True,,0,94,0.19855548441410065,0.15463516116142273,957,0.4378234902270559,MBJP/10,2026-05-05T10:27:23.828022
code_5,True,,0,95,0.2082420140504837,0.13340483605861664,947,0.39047582618137877,MBJP/10,2026-05-05T10:27:24.196402
code_6,True,,0,96,0.2243012934923172,0.10512790083885193,885,0.31912138525636796,MBJP/10,2026-05-05T10:27:24.536061
code_7,True,,0,97,0.28052935004234314,0.12255419790744781,771,0.3040416770438705,MBJP/10,2026-05-05T10:27:24.851176
code_8,True,,0,98,0.24133776128292084,0.146378755569458,773,0.3775406752279037,MBJP/10,2026-05-05T10:27:25.166982
code_9,True,,0,99,0.3909996449947357,0.05128799006342888,942,0.11596071424579633,MBJP/10,2026-05-05T10:27:25.534336
code_10,True,,0,100,0.4142216444015503,0.038228780031204224,906,0.08449274874508594,MBJP/10,2026-05-05T10:27:25.901371
code_1,True,,0,101,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:26.099625
code_2,True,,0,102,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:26.304313
code_3,True,,0,103,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:26.537183
code_4,True,,0,104,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:26.767719
code_5,True,,0,105,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:26.994582
code_6,True,,0,106,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:27.203492
code_7,True,,0,107,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:27.422082
code_8,True,,0,108,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:27.636421
code_9,True,,0,109,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:27.869406
code_10,True,,0,110,0.2689134180545807,0.12505635619163513,494,0.3174262706597379,MBJP/11,2026-05-05T10:27:28.115263
code_1,True,,0,111,0.28900593519210815,0.10631934553384781,909,0.2689414280275933,MBJP/12,2026-05-05T10:27:28.514249
code_2,True,,0,112,0.2934810221195221,0.07248470187187195,896,0.19806418229915018,MBJP/12,2026-05-05T10:27:28.874017
code_3,True,,0,113,0.28900593519210815,0.10631934553384781,909,0.2689414280275933,MBJP/12,2026-05-05T10:27:29.254330
code_4,True,,0,114,0.2934810221195221,0.07248470187187195,896,0.19806418229915018,MBJP/12,2026-05-05T10:27:29.615288
code_5,True,,0,115,0.28900593519210815,0.10631934553384781,909,0.2689414280275933,MBJP/12,2026-05-05T10:27:30.024208
code_6,True,,0,116,0.2934810221195221,0.07248470187187195,896,0.19806418229915018,MBJP/12,2026-05-05T10:27:30.388353
code_7,True,,0,117,0.28900593519210815,0.10631934553384781,909,0.2689414280275933,MBJP/12,2026-05-05T10:27:30.754726
code_8,True,,0,118,0.2934810221195221,0.07248470187187195,896,0.19806418229915018,MBJP/12,2026-05-05T10:27:31.105675
code_9,True,,0,119,0.28900593519210815,0.10631934553384781,909,0.2689414280275933,MBJP/12,2026-05-05T10:27:31.475456
code_10,True,,0,120,0.2934810221195221,0.07248470187187195,896,0.19806418229915018,MBJP/12,2026-05-05T10:27:31.833352
code_1,True,,0,121,0.2142152190208435,0.13094712793827057,1158,0.3793783681560776,MBJP/13,2026-05-05T10:27:32.366314
code_2,True,,0,122,0.17523707449436188,0.14302434027194977,1138,0.44939264904910825,MBJP/13,2026-05-05T10:27:32.833793
code_3,True,,0,123,0.1885375678539276,0.12757089734077454,1132,0.4035668493161017,MBJP/13,2026-05-05T10:27:33.303374
code_4,True,,0,124,0.19077415764331818,0.13848717510700226,977,0.42059957040876517,MBJP/13,2026-05-05T10:27:33.703654
code_5,True,,0,125,0.1953851282596588,0.13963545858860016,971,0.4167966509229635,MBJP/13,2026-05-05T10:27:34.099299
code_6,True,,0,126,0.1917366087436676,0.13702797889709473,977,0.41679665039479186,MBJP/13,2026-05-05T10:27:34.498561
code_7,True,,0,127,0.19655735790729523,0.13938003778457642,971,0.41489884595169785,MBJP/13,2026-05-05T10:27:34.904566
code_8,True,,0,128,0.19077415764331818,0.13848717510700226,977,0.42059957040876517,MBJP/13,2026-05-05T10:27:35.304363
code_9,True,,0,129,0.19655735790729523,0.13938003778457642,971,0.41489884595169785,MBJP/13,2026-05-05T10:27:35.697217
code_10,True,,0,130,0.19077415764331818,0.13848717510700226,977,0.42059957040876517,MBJP/13,2026-05-05T10:27:36.100395
code_1,True,,0,131,0.23012682795524597,0.11215485632419586,462,0.32766829624640864,MBJP/14,2026-05-05T10:27:36.290771
code_2,True,,0,132,0.2374524474143982,0.12512865662574768,465,0.3451052888070337,MBJP/14,2026-05-05T10:27:36.482410
code_3,False,,1,133,0.31268739700317383,0.07543934881687164,467,0.19436781832048497,MBJP/14,2026-05-05T10:27:36.674944
code_4,True,,0,134,0.2411172240972519,0.1280563920736313,534,0.34687308752410007,MBJP/14,2026-05-05T10:27:36.893821
code_5,True,,0,135,0.3110734522342682,0.07274091988801956,467,0.18952109449628285,MBJP/14,2026-05-05T10:27:37.083459
code_6,True,,0,136,0.3387017846107483,0.06265353411436081,452,0.15610490553202966,MBJP/14,2026-05-05T10:27:37.268055
code_7,True,,0,137,0.2426270842552185,0.1110827699303627,467,0.31405053779497144,MBJP/14,2026-05-05T10:27:37.462061
code_8,True,,0,138,0.36507102847099304,0.05426296219229698,469,0.12940272765979557,MBJP/14,2026-05-05T10:27:37.656741
code_9,True,,0,139,0.3378494381904602,0.06447969377040863,467,0.16026603257921682,MBJP/14,2026-05-05T10:27:37.850711
code_10,True,,0,140,0.3343973755836487,0.06382085382938385,467,0.1602660278095626,MBJP/14,2026-05-05T10:27:38.045424
code_1,True,,0,141,0.35810160636901855,0.05534737929701805,597,0.13386749324794545,MBJP/15,2026-05-05T10:27:38.280866
code_2,True,,0,142,0.25657182931900024,0.09662583470344543,592,0.27357438778899984,MBJP/15,2026-05-05T10:27:38.515597
code_3,True,,0,143,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:38.763705
code_4,True,,0,144,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:39.012698
code_5,True,,0,145,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:39.260953
code_6,True,,0,146,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:39.506159
code_7,True,,0,147,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:39.786324
code_8,True,,0,148,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:40.063384
code_9,True,,0,149,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:40.334372
code_10,True,,0,150,0.27621975541114807,0.0779113620519638,638,0.22000710530635437,MBJP/15,2026-05-05T10:27:40.586382
code_1,True,,0,151,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:40.813963
code_2,True,,0,152,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:41.052566
code_3,True,,0,153,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:41.312274
code_4,True,,0,154,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:41.565921
code_5,True,,0,155,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:41.843747
code_6,True,,0,156,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:42.099480
code_7,True,,0,157,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:42.345153
code_8,True,,0,158,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:42.596428
code_9,True,,0,159,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:42.848941
code_10,True,,0,160,0.345326691865921,0.14508262276649475,582,0.29583985955740016,MBJP/16,2026-05-05T10:27:43.094350
code_1,False,,1,161,0.20121052861213684,0.13508635759353638,382,0.4016878036477565,MBJP/17,2026-05-05T10:27:43.271848
code_2,False,,1,162,0.17241515219211578,0.14632683992385864,385,0.45907612910512763,MBJP/17,2026-05-05T10:27:43.464631
code_3,True,,0,163,0.44298240542411804,0.05948460474610329,433,0.11838509502534628,MBJP/17,2026-05-05T10:27:43.666970
code_4,True,,0,164,0.34953245520591736,0.055304065346717834,411,0.13660839015023454,MBJP/17,2026-05-05T10:27:43.858926
code_5,True,,0,165,0.217879518866539,0.11303440481424332,391,0.3415824984242201,MBJP/17,2026-05-05T10:27:44.052519
code_6,True,,0,166,0.3209620416164398,0.06675374507904053,391,0.17217185208780328,MBJP/17,2026-05-05T10:27:44.241729
code_7,True,,0,167,0.2886977195739746,0.08206960558891296,385,0.2213506962968155,MBJP/17,2026-05-05T10:27:44.437687
code_8,True,,0,168,0.36249059438705444,0.07027200609445572,411,0.16238003472635593,MBJP/17,2026-05-05T10:27:44.634025
code_9,True,,0,169,0.42081910371780396,0.05922036990523338,395,0.12336562545216358,MBJP/17,2026-05-05T10:27:44.829182
code_10,True,,0,170,0.3310529887676239,0.05935452878475189,386,0.15203223840788127,MBJP/17,2026-05-05T10:27:45.021090
code_1,True,,0,171,0.23291847109794617,0.1600823700428009,493,0.4073334030994349,MBJP/18,2026-05-05T10:27:45.229664
code_2,False,,1,172,0.23310703039169312,0.17188236117362976,497,0.4244120086930868,MBJP/18,2026-05-05T10:27:45.437763
code_3,True,,0,173,0.23291847109794617,0.1600823700428009,493,0.4073334030994349,MBJP/18,2026-05-05T10:27:45.643157
code_4,False,,1,174,0.23310703039169312,0.17188236117362976,497,0.4244120086930868,MBJP/18,2026-05-05T10:27:45.854408
code_5,True,,0,175,0.23291847109794617,0.1600823700428009,493,0.4073334030994349,MBJP/18,2026-05-05T10:27:46.060485
code_6,False,,1,176,0.23310703039169312,0.17188236117362976,497,0.4244120086930868,MBJP/18,2026-05-05T10:27:46.263924
code_7,True,,0,177,0.23291847109794617,0.1600823700428009,493,0.4073334030994349,MBJP/18,2026-05-05T10:27:46.763293
code_8,False,,1,178,0.23310703039169312,0.17188236117362976,497,0.4244120086930868,MBJP/18,2026-05-05T10:27:46.971662
code_9,True,,0,179,0.23291847109794617,0.1600823700428009,493,0.4073334030994349,MBJP/18,2026-05-05T10:27:47.181622
code_10,False,,1,180,0.23310703039169312,0.17188236117362976,497,0.4244120086930868,MBJP/18,2026-05-05T10:27:47.382802
code_1,False,,1,181,0.2423163652420044,0.16916407644748688,590,0.4111108556045062,MBJP/19,2026-05-05T10:27:47.633006
code_2,False,,1,182,0.3403542935848236,0.10060853511095047,635,0.22815649883351413,MBJP/19,2026-05-05T10:27:47.894402
code_3,False,,1,183,0.2600604295730591,0.17734579741954803,628,0.40544872586495084,MBJP/19,2026-05-05T10:27:48.156915
code_4,True,,0,184,0.3048538863658905,0.11480902880430222,610,0.27357439662673516,MBJP/19,2026-05-05T10:27:48.404641
code_5,True,,0,185,0.3278302550315857,0.0875476747751236,669,0.21076631301971863,MBJP/19,2026-05-05T10:27:48.666550
code_6,True,,0,186,0.3048538863658905,0.11480902880430222,610,0.27357439662673516,MBJP/19,2026-05-05T10:27:48.903516
code_7,False,,1,187,0.2600604295730591,0.17734579741954803,628,0.40544872586495084,MBJP/19,2026-05-05T10:27:49.139005
code_8,True,,0,188,0.3278302550315857,0.0875476747751236,669,0.21076631301971863,MBJP/19,2026-05-05T10:27:49.402933
code_9,True,,0,189,0.3048538863658905,0.11480902880430222,610,0.27357439662673516,MBJP/19,2026-05-05T10:27:49.632611
code_10,False,,1,190,0.2600604295730591,0.17734579741954803,628,0.40544872586495084,MBJP/19,2026-05-05T10:27:49.870173
code_1,True,,0,191,0.356850266456604,0.054724764078855515,394,0.13296424714506744,MBJP/20,2026-05-05T10:27:50.042264
code_2,True,,0,192,0.3427300751209259,0.06748755276203156,405,0.16451646193343739,MBJP/20,2026-05-05T10:27:50.212097
code_3,True,,0,193,0.28929248452186584,0.05608190596103668,442,0.1623800360027359,MBJP/20,2026-05-05T10:27:50.385650
code_4,True,,0,194,0.29921332001686096,0.07928363233804703,445,0.20946967167044603,MBJP/20,2026-05-05T10:27:50.560218
code_5,True,,0,195,0.3173521161079407,0.07192593812942505,459,0.1847675134688368,MBJP/20,2026-05-05T10:27:50.748262
code_6,True,,0,196,0.3134075403213501,0.07801330834627151,474,0.19930800470088703,MBJP/20,2026-05-05T10:27:50.929613
code_7,True,,0,197,0.33504459261894226,0.08405330032110214,490,0.20055767813923775,MBJP/20,2026-05-05T10:27:51.116754
code_8,True,,0,198,0.30477648973464966,0.08075772970914841,507,0.20946968034551083,MBJP/20,2026-05-05T10:27:51.308609
code_9,True,,0,199,0.29409533739089966,0.08295340090990067,525,0.2200071038129889,MBJP/20,2026-05-05T10:27:51.514658
code_10,True,,0,200,0.2916865944862366,0.08227398246526718,544,0.22000710111198887,MBJP/20,2026-05-05T10:27:51.721835
code_1,False,,1,201,0.22807878255844116,0.17902109026908875,601,0.43974735001927157,MBJP/21,2026-05-05T10:27:51.953027
code_2,False,,1,202,0.21379899978637695,0.18144884705543518,605,0.45907611769496987,MBJP/21,2026-05-05T10:27:52.189687
code_3,False,,1,203,0.21379899978637695,0.18144884705543518,605,0.45907611769496987,MBJP/21,2026-05-05T10:27:52.418235
code_4,False,,1,204,0.22807878255844116,0.17902109026908875,601,0.43974735001927157,MBJP/21,2026-05-05T10:27:52.646527
code_5,False,,1,205,0.21379899978637695,0.18144884705543518,605,0.45907611769496987,MBJP/21,2026-05-05T10:27:52.876388
code_6,False,,1,206,0.22807878255844116,0.17902109026908875,601,0.43974735001927157,MBJP/21,2026-05-05T10:27:53.121069
code_7,False,,1,207,0.21379899978637695,0.18144884705543518,605,0.45907611769496987,MBJP/21,2026-05-05T10:27:53.352977
code_8,False,,1,208,0.22807878255844116,0.17902109026908875,601,0.43974735001927157,MBJP/21,2026-05-05T10:27:53.584653
code_9,False,,1,209,0.21379899978637695,0.18144884705543518,605,0.45907611769496987,MBJP/21,2026-05-05T10:27:53.817461
code_10,False,,1,210,0.22807878255844116,0.17902109026908875,601,0.43974735001927157,MBJP/21,2026-05-05T10:27:54.043479
code_1,True,,1,211,0.1955924779176712,0.20180125534534454,660,0.5078118713356308,MBJP/22,2026-05-05T10:27:54.304129
code_2,False,,1,212,0.2525945007801056,0.126024067401886,661,0.3328523162691526,MBJP/22,2026-05-05T10:27:54.569454
code_3,False,,1,213,0.3132295608520508,0.0823516845703125,652,0.20817894054200006,MBJP/22,2026-05-05T10:27:54.843641
code_4,True,,1,214,0.18533635139465332,0.20837925374507904,658,0.5292633845974274,MBJP/22,2026-05-05T10:27:55.121992
code_5,False,,1,215,0.3132295608520508,0.0823516845703125,652,0.20817894054200006,MBJP/22,2026-05-05T10:27:55.396912
code_6,True,,1,216,0.18533635139465332,0.20837925374507904,658,0.5292633845974274,MBJP/22,2026-05-05T10:27:55.674044
code_7,False,,1,217,0.2525945007801056,0.126024067401886,661,0.3328523162691526,MBJP/22,2026-05-05T10:27:55.953875
code_8,True,,1,218,0.1955924779176712,0.20180125534534454,660,0.5078118713356308,MBJP/22,2026-05-05T10:27:56.230157
code_9,False,,1,219,0.3132295608520508,0.0823516845703125,652,0.20817894054200006,MBJP/22,2026-05-05T10:27:56.516324
code_10,True,,1,220,0.18533635139465332,0.20837925374507904,658,0.5292633845974274,MBJP/22,2026-05-05T10:27:56.799686
